,Headlines,Date,Sentiment
87,"Advent weighs $1 billion bet on Yes Bank, due diligence on. The notorious steering wheel! Why markets and economies are similar?. Spending on today's needs vs saving for tomorrow's goals. ",2022-02-04,[[9.9997389e-01 1.9859049e-06 2.4098723e-05]]
88,RBI cancels licence of Maharashtra-based Independence Co-operative Bank. ,2022-02-03,[[9.9997818e-01 7.1230758e-08 2.1707869e-05]]
89,"HDFC Bank, ICICI Bank and SBI may be the biggest beneficiaries from govt's push to convert post offices into banking outlets. IBBI plans to reduce timelines under voluntary liquidation process. ",2022-02-02,[[0.28578866 0.6444382  0.06977321]]
90,"Online transfer of funds between post office and banks announced in Budget 2022. RBI to issue Central Bank Digital Currency in FY23: FM Sitharaman in Budget. Post offices in India to be connected to core banking system: FM Nirmala Sitharaman. Scheduled commercial banks to set up 75 digital banks in 75 districts: FM. Infra investments across construction a boost for country’s lending sector. Budget growth-oriented, follows familiar strategy of driving Capex to fuel growth: Bankers. ",2022-02-01,[[3.7379974e-05 9.9996245e-01 6.8759149e-08]]
91,"'Bad bank faces new challenges with a change in structure'. I-T cell calls on foreign bank account holders; notices, summons issued in past 10 days to marked persons. IDBI selloff: Potential investors want Rs 34kcr NPAs given to bad bank. Former directors of Cox & Kings under Mumbai Police scanner. Private sector banks less than generous in transmitting rate cut: Economic Survey. After hike in limit, over 50% of bank deposits now insured: Economic survey. Borrowers now try to resolve stress early: Economic Survey talks of behavioural change. Bank NPAs down but restructured advances could pose problems: Economic survey. In less than six months of the new law, DICGC settles more than 25% of the amount it did in its life time. Banks weathered pandemic shock, says Economic Survey. Why the best buy ever is a distressed panic sale?. Over Rs 1,500 crore paid by DICGC to 1.2 lakh depositors of defaulting banks. ",2022-01-31,[[1.5711568e-01 7.6454011e-04 8.4211981e-01]]
92,SBI suspends new service rules for pregnant women. BBB to soon initiate selection process for NaBFID's MD. ,2022-01-30,[[9.9988770e-01 7.6710367e-06 1.0465999e-04]]
93,"DCW issues notice to SBI, seeks withdrawal of employment guidelines for pregnant women. SBI suspends circular on recruitment of pregnant women. ",2022-01-29,[[9.4352221e-01 3.1603067e-05 5.6446165e-02]]
94,"Banks plan to move govt for tweak in CrPC to stop arbitrary arrests. Banks in talks with NESL to set up loan registry, information utility. USISPF recommends urgent action to address distortions and inefficiencies in the banking sector. Decks cleared for setting up of Bad Bank, SBI chairman says all approvals received. Federal Bank in tie up with Singapore's Scube Capital launches debt fund. Bad bank starts rolling, to start by taking up Rs 50,000 crore bad loans. Bank credit grows 8.01 pc; deposits 9.28 pc. RBI imposes restrictions on Indian Mercantile Cooperative Bank Ltd, Lucknow; withdrawals capped at Rs 1 lakh. ",2022-01-28,[[9.9976140e-01 1.7078154e-04 6.7778841e-05]]
95,"Changes you need to make in your financial plan once you become a new parent. Airtel Payments Bank customers' deposit surges 75% to Rs 1,000 crore in 2021. Want to learn more about Liquid Funds? Check this out. This is why it is beneficial to have a Multi-asset fund in your portfolio. Ensure advisory board's recommendations are taken in fraud cases of over Rs 3 crore, CVC tells banks. POS business grew to $4 billion annualised transaction value, deployed over 1.25 lakh machines: BharatPe. IIFL Finance appoints former SBI boss as chairman. PMC Resolution: Large depositors can expect faster payout. 96 pc PMC Bank depositors to be paid upfront: Unity SFB. ",2022-01-27,[[4.3671684e-05 9.9995625e-01 9.4624511e-08]]
96,Bankers reject Religare's debt rejig proposal. Banks' plea seeking time for borrowers to comply with new loan recast plan rejected. ,2022-01-26,[[0.27488354 0.00389036 0.7212261 ]]
97,"Hero Fincorp to raise Rs 2,000 cr for growth. AP Mahesh Co-op Urban Bank servers hacked, Rs 12 crore siphoned off. Loan demand back to pre-COVID levels. Government approves PMC Bank merger with Unity Small Finance Bank. CreditAccess Grameen invests Rs 150 crore in Madura. Government approves PMC Bank amalgamation plan. ",2022-01-25,[[9.9964190e-01 3.5049103e-04 7.6702336e-06]]
98,"FSS-assisted model through 'Smart Cash' to reach 1000 villages by March. PSU Bad bank, ARC reforms are awaited as NPA threat looms. How to become financially independent at a young age. Reserve Bank of India imposes penalties on 8 cooperative banks. ",2022-01-24,[[2.6057500e-01 9.4461124e-05 7.3933053e-01]]
99,Yes Bank's plan to set up an ARC may be delayed by a quarter. ICICI puts up all round show to clock record profit in Q3. ,2022-01-22,[[1.2198555e-07 9.9999595e-01 3.8849516e-06]]
100,"KYC: Your gateway to the world of finance. Bandhan Bank report 36% rise in net profit. CSB Bank posts 180% jump in net profit at Rs 148 crore. IDBI profit up on the back of recoveries, lower cost of funds. PTC India sets up internal committee; not ruling out malafide. L&T Finance reports 12% growth in net profits during Q3'21-22. ",2022-01-21,[[4.6942520e-07 9.9999952e-01 1.9698076e-08]]
101,Lenders to be reimbursed ₹974 cr for Pandemic loan moratorium. Kyunki balance toh zaroori hai; here’s a podcast on how to invest for a safe and secure tomorrow. Flying Sikh ki Tarah Commitment Dikhao; here is a podcast on cinematics of investing. Principles: Life and Work by Ray Dalio; here’s a podcast on how you can embrace the principles of achieving success. Magic of compounding; here is how you can grow your wealth. South Indian Bank cuts loss to Rs 50 crore. RBI approves Vinod Rai’s appointment as independent chairman in Unity Bank. Kotak Bank signs MoU with GIFT SEZ for boosting financial services ecosystem at IFSC. Overnight call rate surges to 21-month high prompting RBI to act. ,2022-01-20,[[9.992865e-01 6.334770e-04 8.005788e-05]]
102,Cabinet sanctions Rs 973 cr to SBI for ex-gratia payment to borrowers. ,2022-01-19,[[9.9961132e-01 6.6151282e-05 3.2261814e-04]]
103,"IndusInd Bank sells Rs 4,050 crore distressed retail and corporate loans to ARC in last nine months. India Post Payments Bank customer base crosses 5-crore mark. ",2022-01-18,[[9.9547064e-01 4.4149919e-03 1.1436683e-04]]
104,"Global banks handling FPI trades approach RBI as T+1 regime nears. Banking sector frauds could surge over next 2 years. SBI withdraws financial scheme for Covid-infected employees. Banking, financial institutions struggling to deal with increasing fraud incidents: Deloitte survey. Axis Bank closing in on Citi India's consumer business: Sources. ",2022-01-17,[[9.9642146e-01 2.0450085e-05 3.5581565e-03]]
105,PMC Bank merger with Unity Small Finance Bank awaits govt approval. ,2022-01-16,[[9.542553e-01 9.265097e-05 4.565214e-02]]
106,"Impact of 3rd wave low on NBFCs as bad loans fall, collections rise. ",2022-01-15,[[0.03688731 0.14053944 0.8225732 ]]
107,"IBC may come up in Budget session for faster resolution, cross-border norms. Bank credit grows 9.16%, deposits up 10.28%. ",2022-01-14,[[2.8758353e-07 9.9999976e-01 4.1325348e-09]]
108,State-run lenders ask private peers to raise bad bank stake. Standing auto debits see high decline rates. RBI approves appointment of Ittira Davis as MD & CEO of Ujjivan SFB. Paytm Payments Bank leads UPI beneficiary chart; SBI biggest remitter in December. Equitas Small Finance Bank sees 13% rise in gross loan portfolio. ,2022-01-13,[[1.6698743e-03 9.9831980e-01 1.0301094e-05]]
109,"Banks brace for stress in MSME books as recast window shuts. Writ petition not maintainable against proceedings by banks, ARCs under SARFAESI Act: SC. India investment bankers earn record Rs 2,200 crore in 2021. ",2022-01-12,[[9.9997151e-01 6.3197781e-06 2.2160477e-05]]
110,"Customers can pay customs duty through ICEGATE portal: Karur Vysya Bank. SBI invites applications for head of digital banking; eligible candidates can apply by January 28. Federal Bank to divest its stake in Fedfina. Digital gold loan player Rupeek doubles loan book to Rs 7,500 cr in 2021. ",2022-01-11,[[9.9888736e-01 1.1115929e-03 1.0601719e-06]]
111,Bank frauds exceeding Rs 3 crore to need panel nod for CBI probe. Edelweiss group partners Indian Bank for co-lending to priority segment. Axis Bank issues first LC on dedicated govt-backed platform. Startup investing - Is it a fad or an asset class?. ,2022-01-10,[[9.9997735e-01 3.1751293e-07 2.2279297e-05]]
112,Deposits in Jan Dhan accounts cross Rs 1.5 lakh crore. Edelweiss ARC to acquire education loan portfolio of Indian Overseas Bank at 60% discount. ,2022-01-09,[[9.9998951e-01 4.3954824e-06 6.0986363e-06]]
113,"Sitharaman reviews PSBs' readiness to tackle any disruptions due to Omicron. CSB Bank MD&CEO takes early retirement, lender to set up panel to find successor. Consider bankers as frontline workers for booster dose: AIBOC to Nirmala Sitharaman. Equitas Holdings to fully divest stake in subsidiary ETPL ahead of merger with Equitas SFB. ",2022-01-08,[[9.9995792e-01 3.4807668e-05 7.3079223e-06]]
114,Ujjivan Small Finance Bank's business and loan recovery improve. HDFC Bank starts online customs duty payment facility for customers. ICICI Bank now facilitates online payment of customs duty. Why investing early is better?. ,2022-01-07,[[6.2094655e-06 9.9999380e-01 5.6235670e-08]]
115,"Banks likely to report biz growth amid virus worries. Ujjivan Small Finance Bank's Company Secretary & Compliance Officer resigns. Third wave of COVID-19 to pose risk to asset quality of banks: ICRA. Banks' profitability, asset quality, solvency at risk: Report. Aligning LCR norms for small biz accounts with Basel standards, RBI hikes funds cap by 50 pc. CVC expands scope of banking frauds panel to cases above Rs 3 cr. CVC expands ambit of advisory board on large scale bank frauds. Lack of consistent income key reason for most people being out of financial inclusion: Nabard. ",2022-01-06,[[0.09638923 0.00229008 0.9013207 ]]
116,Edelweiss Alternate assets head Hemant Daga resigns. ,2022-01-05,[[9.9683279e-01 6.3571048e-07 3.1666048e-03]]
117,"YES Bank net advances up by 4% to Rs 1,76,422 crore by December-end. Bank of Maharashtra's gross advances rise to Rs 1.29 lakh crore at end of December 2021. India's Axis Bank concludes structured derivative deals as RBI ban lifts. SBI, ICICI and HDFC Bank continue to be systemically important banks. RBI cancels CoA of Muthoot Vehicle & Asset Finance and Eko India Financial Services. Banks see revival in credit growth in December quarter. RBI prompts primary dealers to trade in Retail Direct. ",2022-01-04,[[0.9805761  0.01196488 0.00745895]]
118,"Public sector banks perceived as risky, merged ones even more, says RBI. RBI rethink on 'dual structure' may delay launch of bad bank. RBI-appointed administrator moves court to retain Srei control over Trinity. Three Kerala banks show double digit credit growth. Covid Impact: Banks & NBFCs brace for deterioration in asset quality. RBI releases framework on offline digital payments. HDFC assigns Rs 7,468 cr loans in December quarter, sees 5.5 pc growth. ",2022-01-03,[[0.17481993 0.01955206 0.805628  ]]
119,Uco Bank's AK Goel joins PNB as officer on special duty. ,2022-01-01,[[9.99988437e-01 1.07474725e-05 8.45829163e-07]]
120,"Axis Bank turns to unsecured loans as growth revives. Bad loan recovery through IBC remains a drag on banks. ATM usage beyond permissible free transactions to become expensive from January 1. Agri, MSME and retail loans help push bank loan book. ",2021-12-31,[[5.4867205e-04 9.8963356e-01 9.8177949e-03]]
121,"Banks' bad loan growth likely to slow as recovery gathers pace: RBI. SBI set to embrace new benchmarks in LIBOR transition. RBL Bank gets RBI nod to appoint Rajeev Ahuja as interim MD, CEO. RBI extends deadline for periodic KYC update till March 31. Baldev Prakash takes charge as J&K Bank MD & CEO. Merged public sector banks riskier than unmerged ones, says RBI Report. SBI to acquire nearly 10 pc stake in India International Clearing Corporation. RBL Bank raises Rs 2,600 crore via certificate of deposits. ",2021-12-30,[[9.9856985e-01 1.1977815e-03 2.3231616e-04]]
122,Banks' gross NPAs may rise to 9.5% in September 2022: RBI report. How does the RBI assess NBFCs' position?. Retail-led credit model facing headwinds as home loan delinquencies rise: RBI. ,2021-12-29,[[2.1115093e-06 3.6361789e-06 9.9999428e-01]]
123,"RBI releases report on banking in India, CBDC and more. Details here. Tech drives financial inclusion, brings smiles for the underbanked. NBFC sector expected to remain buoyant: RBI report. Cooperative banks to build on resilience, leverage financial position to expand footprint: RBI. Divergent trends in public and private sector banks. 4,071 banking fraud cases involving Rs 36,342 cr reported during H1 FY2022: RBI report. RBI extends restrictions on PMC Bank for 3 months till March 2022. ",2021-12-28,[[4.7649917e-01 5.2325326e-01 2.4757590e-04]]
124,"Delhi High Court orders stay on DRT proceedings against Yes Bank over Dish TV shares. RBL Bank's financial health remains stable: RBI. RBI allays concerns on RBL Bank and its financial health. How to manage your money? 5 points you can’t afford to miss!. RBI allays investor fears over RBL Bank, says financial health of private lender remains stable. IndusInd Bank, NPCI partner to simplify cross-border remittances through UPI. HDFC Bank ties up with IPPB to deliver banking services in semi-urban, rural areas. RBI approves re-designation of Rajiv Anand as Axis Bank Deputy MD. ",2021-12-27,[[0.76359063 0.11766488 0.11874444]]
125,"Banking sector to see significant reforms in 2022; privatisation, IDBI Bank disinvestment on agenda. Indipaisa partners with NSDL Payments Bank to launch a new Fintech platform targeting India’s flourishing 63 million SME sector. Airtel Payments Bank surpasses 1 bn transactions mark in Q2. India RBL executive says bank does not anticipate big short-term capital needs. State-backed Bad Bank set to begin operations in January second week. ",2021-12-26,[[9.3214005e-01 6.7529306e-02 3.3069897e-04]]
